query_id,cpu_time_sum,scan_bytes_from_local_disk_sum,scan_bytes_from_data_cache_sum,scan_bytes_from_remote_sum,hash_join_nodes,aggregate_partial_nodes,sort_nodes,produced_rows,query_start_time,event_time,query_queued_duration_ms,query_duration_ms,query_kind,query_hash,query_parameterized_hash,log_type_name,scan_rows,scan_bytes,scan_io_bytes_cost_ms,written_rows,written_bytes,written_io_bytes,written_io_bytes_cost_ms,result_rows,result_bytes,peek_memory_usage,current_database,sql_user,node_num
f252ad4c-517e-4e64-80b1-ea866f401f11,1333238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-13 03:36:26.777169+00:00,2026-01-13 03:36:28.268728+00:00,0.0,1491.0,Query,af4627cd171d6b834e10240b56583528,0524c6af08fabc3c4a0b9b5ea67a06c4,Finish,92.0,78193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3137387.0,c21f969b5f03d33d43e04f8f136e7682,1eefadf0ae4d5031dae553197fba763f,1
019bb56d1fea74f28bfa21412e86c194,69404388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-13 03:36:26.407781+00:00,2026-01-13 03:36:28.272253+00:00,830.0,1864.0,CopyIntoTable,4e4dfb41b29d93f97a4d622a385095e4,4e4dfb41b29d93f97a4d622a385095e4,Finish,572.0,359441.0,0.0,572.0,1882246.0,6258.0,0.0,0.0,0.0,264983171.0,c21f969b5f03d33d43e04f8f136e7682,269c24d5505ad4801e3238c586a1f52c,1
962db3ae-5743-4bac-a47e-12fd88750f1e,964548.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2026-01-13 03:36:27.916872+00:00,2026-01-13 03:36:28.296994+00:00,0.0,380.0,Query,cf65376fd3c3ac3ad25f77f1e403b377,eab0e2fce90170ab4042cace34f34547,Finish,200.0,167482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6585341.0,c21f969b5f03d33d43e04f8f136e7682,1eefadf0ae4d5031dae553197fba763f,1
e8cc10c1-ca66-43f6-bacd-cdbd7f832a18,10466067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-13 03:36:26.848308+00:00,2026-01-13 03:36:28.338605+00:00,0.0,1490.0,CopyIntoTable,af311af7fcfad3568aab42b17a4cc372,af311af7fcfad3568aab42b17a4cc372,Finish,119.0,279570.0,0.0,119.0,299637.0,7610.0,0.0,0.0,0.0,132173306.0,302fac1d6d73cf4fdf2c9919195df864,269c24d5505ad4801e3238c586a1f52c,1
e4d7c4a4-f098-4595-bd08-4772b6b1886f,8381252.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2026-01-13 03:36:28.063170+00:00,2026-01-13 03:36:28.351841+00:00,0.0,288.0,Query,c9b9d248bfbe8fb76329e9e0d09fe694,84ef9da7b47f53ba080c174544295bf8,Finish,1793.0,132377.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2251156.0,c21f969b5f03d33d43e04f8f136e7682,1eefadf0ae4d5031dae553197fba763f,1
019bb56d20397cf394cffdead0638552,2109283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-13 03:36:26.481478+00:00,2026-01-13 03:36:28.355742+00:00,1262.0,1874.0,CopyIntoTable,1d70a3535bbde32492ceec4efdfb5ba8,1d70a3535bbde32492ceec4efdfb5ba8,Finish,7.0,2396.0,0.0,7.0,6156.0,5729.0,0.0,0.0,0.0,262932285.0,c21f969b5f03d33d43e04f8f136e7682,269c24d5505ad4801e3238c586a1f52c,1
779239c4-dd7f-4d8a-add2-cdc7dd3b1c1e,1387392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-13 03:36:27.897626+00:00,2026-01-13 03:36:28.359460+00:00,0.0,461.0,Query,455309e6855572d00cdbd1f34fe36388,13bec9ad41748b2abba365d2ae784429,Finish,436.0,381085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2748470.0,c21f969b5f03d33d43e04f8f136e7682,1eefadf0ae4d5031dae553197fba763f,1
ae80df1a-b464-4c1d-ba63-70810cfc9d1c,5546465.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2026-01-13 03:36:27.621680+00:00,2026-01-13 03:36:28.367809+00:00,0.0,746.0,Query,f9b9c699b6c2377e75fdb576f21e720e,a5f2aecbb4b04112f6e949bbe585aa5e,Finish,4157.0,3256782.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11251106.0,c21f969b5f03d33d43e04f8f136e7682,1eefadf0ae4d5031dae553197fba763f,1
7740c20e-4c81-4ac0-8896-e44db1e41c42,55086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-13 03:36:28.021770+00:00,2026-01-13 03:36:28.371439+00:00,0.0,349.0,Query,ac18bf3b0de4618626cd943d209ee241,7268cc2d185455fca272a278f127b408,Finish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405164.0,c21f969b5f03d33d43e04f8f136e7682,1eefadf0ae4d5031dae553197fba763f,1
